id,object_ref,category,date,type,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip
3001311443,46198427,rent,2021-09-30T14:31:32.537575,,,925,,,,106,,Gübsenstrasse 90,St. Gallen,9015
3001385698,SM1037.2213.889592.2ea0dc15-21f0-11ec-842e-005056bdbc06,rent,2021-09-30T14:31:32.822800,,4,1630,180,1450,,84,2010,Altwinkelnstrasse 17,St. Gallen,9015
3001251668,SM1037.2107.864723.eaca4bf5-f5fa-11eb-8985-005056bdbc06,rent,2021-09-30T14:31:32.880014,,3,1590,210,1380,,92,,Altwinkelnstrasse 15,St. Gallen,9015
3001321804,2510.02.0712,rent,2021-09-30T14:31:32.896245,,1,1380,,,,80,,Quimbystrasse 7,St. Gallen,9015
3001170136,10081.1.1035,rent,2021-09-30T14:31:32.911267,,3,1510,170,1340,,64,2015,Kunklerstrasse 1,St. Gallen,9015
3001353330,20070.2.2021,rent,2021-09-30T14:31:32.925072,,2,1205,,,,80,1985,Sonnmattstrasse 33,St. Gallen,9015
3001261018,3965.3011,rent,2021-09-30T14:31:32.939939,,1,1060,,,,66,,Herisauerstrasse 86,St. Gallen,9015
3000968851,33.whgbogdan.33123,rent,2021-09-30T14:31:32.955157,,2,1150,,,,,,Letzistrasse 11,St. Gallen,9015
3000883584,2380.1.10140,rent,2021-09-30T14:31:33.026183,,2,850,,,,,,Iddastr. 19,St. Gallen,9008
3001281270,1058.01.1033,rent,2021-09-30T14:31:33.069916,,3,800,,,,75,,Kolumbanstrasse 47,St. Gallen,9008
3001371995,859492.f8c7d51f-eaae-11eb-9c8e-005056bdbc06,rent,2021-09-30T14:31:33.085944,,4,770,,,,,,Langgasse 37,St. Gallen,9008
3001380521,Pelikanstrasse.21.10,rent,2021-09-30T14:31:33.100347,,3,785,,,,30,,Pelikanstrasse 21,St. Gallen,9008
3001077667,23029.02.420030,rent,2021-09-30T14:31:33.181701,,2,760,60,700,,24,1976,Sonnrainweg 6,St. Gallen,9008
3001332172,12103.02.10004,rent,2021-09-30T14:31:33.197965,,GF,590,,,,35,,Sonnenhaldenstrasse 10a,St. Gallen,9008
3001315136,Langgasse 167.874682.f4c2539d-0b00-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:33.245217,,2,550,,,,33,,Langgasse 167,St. Gallen,9008
3001310505,23030.02.420030,rent,2021-09-30T14:31:33.304406,,2,761,60,701,,24,1976,Sonnrainweg 12,St. Gallen,9008
3001153870,848488.1f24860c-d421-11eb-92cc-005056bdbc06,rent,2021-09-30T14:31:33.431597,,,570,,,,13,,Waldstrasse 5,St. Gallen,9008
3001076509,812650.47c33fd4-91f6-11eb-968e-005056bdbc06,rent,2021-09-30T14:31:33.462087,,3,600,,,,14,,Waldstrasse 5,St. Gallen,9008
3001347500,174.70.1im2oge,rent,2021-09-30T14:31:33.508256,,2,375,,,,13,,Langgasse 70,St. Gallen,9008
3001347501,174.70.1im2ogsL,rent,2021-09-30T14:31:33.564321,,2,375,,,,13,,Langgasse 70,St. Gallen,9008
3001222317,16483.03.0301,rent,2021-09-30T14:31:33.585642,,3,1300,,,,,,Im Grund 14c,St. Gallen,9012
2147994348,44.53.3003.499622.e75b7976-c57b-11e9-9cb0-a4bf01195aaa,rent,2021-09-30T14:31:33.633864,,3,1720,,,,72,2017,Heiligkreuzstrasse 53,St. Gallen,9008
3001145757,TEUF.TEUF,rent,2021-09-30T14:31:33.676412,,3,1250,,,,73,,Teufenerstrasse 200,St. Gallen,9012
3001316121,TEUF.BAR,rent,2021-09-30T14:31:33.742661,,1,1350,,,,77,,Teufenerstrasse 200,St. Gallen,9012
3001275291,1060.174.1110.868370.543d47d8-fe96-11eb-bf79-005056bdbc06,rent,2021-09-30T14:31:33.781275,,2,970,,,,55,,Teufenerstrasse 72,St. Gallen,9012
3001102451,16.180.42,rent,2021-09-30T14:31:33.795300,,1,1080,,,,110,,Teufenerstrasse 180,St. Gallen,9012
3001285710,16.180.181,rent,2021-09-30T14:31:33.814973,,4,900,,,,107,,Teufenerstrasse 180,St. Gallen,9012
3001357089,54817.01.0102,rent,2021-09-30T14:31:33.836013,,1,940,,,,,1900,Teufenerstrasse 147,St. Gallen,9012
3001262225,1060.174.1101.866335.31df7996-f9cb-11eb-8985-005056bdbc06,rent,2021-09-30T14:31:33.875395,,GF,840,,,,56,,Teufenerstrasse 72,St. Gallen,9012
3001166253,1026.1.1301,rent,2021-09-30T14:31:33.924264,,100,1000,150,850,,52,1965,Obere Berneggstrasse 79,St. Gallen,9012
3000981079,A18.355.132b,rent,2021-09-30T14:31:33.996472,,4,1690,170,1520,,75,2016,Altmannstrasse 18,St. Gallen,9012
3001263812,46843273,rent,2021-09-30T14:31:34.062650,,,1370,,,,70,,St. Georgenstrasse 96a,St. Gallen,9011
3001335387,47314936,rent,2021-09-30T14:31:34.079818,,,1050,,,,50,,St. Georgenstrasse 100b,St. Gallen,9011
3001382866,16735.888886.3b0e7b82-210c-11ec-842e-005056bdbc06,rent,2021-09-30T14:31:34.106133,,2,2320,,,,97,2020,Sankt Georgen-Strasse 167,St. Gallen,9011
3001190794,8403.4521,rent,2021-09-30T14:31:34.160285,,2,1510,,,,97,,Wiesenstrasse 37,St. Gallen,9011
3001338149,2100.01.0058,rent,2021-09-30T14:31:34.181942,,2,2020,,,,138,2006,Schokoladenweg 5,St. Gallen,9011
3001102454,16.180.5,rent,2021-09-30T14:31:34.319249,,3,670,80,590,,25,,Teufenerstrasse 180,St. Gallen,9012
3001274584,868266.f02460e9-fe6f-11eb-bf79-005056bdbc06,rent,2021-09-30T14:31:34.338784,,2,1490,,,,,,Sankt Georgen-Strasse 221,St. Gallen,9011
3001251815,7145.2531,rent,2021-09-30T14:31:34.443872,,3,1460,,,,60,2018,St. Georgenstrasse 159a,St. Gallen,9011
3001321698,7145.2514,rent,2021-09-30T14:31:34.471153,,1,1120,,,,44,2018,St. Georgenstrasse 159,St. Gallen,9011
3001207527,7145.3501,rent,2021-09-30T14:31:34.507734,,GF,1420,,,,65,2018,St. Georgenstrasse 159,St. Gallen,9011
3001370366,dz448.r1wg1,rent,2021-09-30T14:31:34.537767,,3,1200,140,1060,,64,1963,St. Georgen-Strasse,St. Gallen,9011
3001271249,St. Georgenstrasse 3.5 Zi-Wg 2. OG rechts 1,rent,2021-09-30T14:31:34.633902,,2,980,,,,,,St. Georgenstrasse 153,St. Gallen,9011
3001184167,i4jo3.p2b5i,rent,2021-09-30T14:31:34.756292,,2,890,,,,50,,St. Georgen-Strasse 118,St. Gallen,9011
3001123600,3057.01.1021,rent,2021-09-30T14:31:34.786470,,2,1000,,,,63,1979,St.Georgenstrasse 199,St. Gallen,9011
3001224338,8612.04.0328,rent,2021-09-30T14:31:34.810028,,2,1010,135,875,,50,1974,Hardungstrasse 63a,St. Gallen,9011
3001052159,3134224,rent,2021-09-30T14:31:34.900037,,1,2000,,,,100,,Kirchlistrasse 1,St. Gallen,9010
3000955021,8613.01.0312,rent,2021-09-30T14:31:34.925355,,1,2120,305,1815,,117,1963,Sonnenhaldenstrasse 64,St. Gallen,9010
3001257109,865722.45d1d5a2-f849-11eb-8985-005056bdbc06,rent,2021-09-30T14:31:34.939333,,GF,1720,,,,126,,Engelaustrasse 15,St. Gallen,9010
3000873636,108402.02.00006,rent,2021-09-30T14:31:35.008633,,GF,1640,,,,83,1920,Ludwigstr. 21,St. Gallen,9010
3001385241,139101.01.00001,rent,2021-09-30T14:31:35.022405,,GF,1600,,,,113,1950,Ludwigstr. 15,St. Gallen,9010
3001235438,54813.01.0001,rent,2021-09-30T14:31:35.038224,,1,1690,260,1430,,105,1963,Tannenstrasse 32,St. Gallen,9010
3001105089,5060.02.2001,rent,2021-09-30T14:31:35.057449,,2,1420,,,,95,,Tannenstr. 44,St. Gallen,9010
3001052160,3134225,rent,2021-09-30T14:31:35.130947,,,1100,,,,65,,Kirchlistrasse 1,St. Gallen,9010
3000939647,139101.02.00102,rent,2021-09-30T14:31:35.144674,,1,1550,,,,91,1950,Ludwigstr. 17,St. Gallen,9010
3001328989,52220.01.0102,rent,2021-09-30T14:31:35.157010,,1,990,,,,,,Guisanstr. 82,St. Gallen,9010
3001297995,3260082,rent,2021-09-30T14:31:35.172647,,,1100,,,,40,,Kirchlistrasse 1,St. Gallen,9010
3001336198,210909_1.5 Zi Whg._1003.786285.28e18f25-66eb-11eb-9a3b-005056bdbc06,rent,2021-09-30T14:31:35.202716,,1,660,,,,24,,Langweidstrasse 2,St. Gallen,9000
3001385146,10738.10738.1021,rent,2021-09-30T14:31:35.217654,,2,650,,,,32,,Brauerstrasse 3,St. Gallen,9000
3001383031,(6698756),rent,2021-09-30T14:31:35.253039,,4,740,,,,88,,Guisanstrasse 83,St. Gallen,9010
3001286515,01142.01.0008,rent,2021-09-30T14:31:35.275166,,3,890,,,,53,1920,Tannenstrasse 36,St. Gallen,9010
3001374718,ai6ql.8z597,rent,2021-09-30T14:31:35.355829,,3,690,,,,25,,Löwengasse,St. Gallen,9000
3001377706,ede5r.tu1wf,rent,2021-09-30T14:31:35.706587,,4,1120,,,,,,Oberstrasse 107,St. Gallen,9000
3001285652,tdiju.w6f0k,rent,2021-09-30T14:31:35.728468,,3,700,,,,65,,Oberstrasse 123,St. Gallen,9000
3001381018,a1gsm.wt25n,rent,2021-09-30T14:31:35.741863,,3,1400,,,,,,Buchentalstrasse 26,St. Gallen,9000
3001333392,1k88z.l29cc,rent,2021-09-30T14:31:35.756397,,2,1625,160,1465,,73,2016,Rappensteinstrasse 23,St. Gallen,9000
3001345902,4547.01.0302,rent,2021-09-30T14:31:35.809426,,3,1105,,,,41,,Schwalbenstrasse 10,St. Gallen,9000
